OBJECTID,GEOID,Block,Block_Group,Census_Tract,County,State,Total,Hispanic_or_Latino,Not_Hispanic,Population_of_One_Race,White_Alone,Black_Alone,Some_other_race_alone,Population_of_two_or_more_ra_14
-1,131210091042001.000000000000000,Block 2001, Block Group 2, Census Tract 91.04, Fulton County, Georgia,724,71,653,633,429,144,6,20
-1,131210103153000.000000000000000,Block 3000, Block Group 3, Census Tract 103.15, Fulton County, Georgia,724,3,721,714,19,693,2,7
-1,131210115092000.000000000000000,Block 2000, Block Group 2, Census Tract 115.09, Fulton County, Georgia,724,23,701,697,569,68,1,4
-1,131210101064006.000000000000000,Block 4006, Block Group 4, Census Tract 101.06, Fulton County, Georgia,723,27,696,688,617,39,7,8
-1,131210114381004.000000000000000,Block 1004, Block Group 1, Census Tract 114.38, Fulton County, Georgia,722,63,659,632,529,54,3,27
-1,131210103071002.000000000000000,Block 1002, Block Group 1, Census Tract 103.07, Fulton County, Georgia,719,0,719,717,5,702,8,2
-1,131210116123002.000000000000000,Block 3002, Block Group 3, Census Tract 116.12, Fulton County, Georgia,719,12,707,686,468,40,9,21
-1,131210081031002.000000000000000,Block 1002, Block Group 1, Census Tract 81.03, Fulton County, Georgia,716,119,597,591,10,579,0,6
-1,131210114221003.000000000000000,Block 1003, Block Group 1, Census Tract 114.22, Fulton County, Georgia,713,55,658,640,549,36,5,18
-1,131210078102002.000000000000000,Block 2002, Block Group 2, Census Tract 78.10, Fulton County, Georgia,712,29,683,677,3,659,15,6
-1,131210114281000.000000000000000,Block 1000, Block Group 1, Census Tract 114.28, Fulton County, Georgia,711,25,686,674,625,20,2,12
-1,131210114242000.000000000000000,Block 2000, Block Group 2, Census Tract 114.24, Fulton County, Georgia,709,79,630,599,433,104,0,31
-1,131210114241000.000000000000000,Block 1000, Block Group 1, Census Tract 114.24, Fulton County, Georgia,708,43,665,649,507,86,6,16
-1,131210116293000.000000000000000,Block 3000, Block Group 3, Census Tract 116.29, Fulton County, Georgia,708,21,687,668,282,37,1,19
-1,131210114411001.000000000000000,Block 1001, Block Group 1, Census Tract 114.41, Fulton County, Georgia,707,81,626,586,399,131,8,40
-1,131210103132000.000000000000000,Block 2000, Block Group 2, Census Tract 103.13, Fulton County, Georgia,706,6,700,691,21,668,0,9
-1,131210101061002.000000000000000,Block 1002, Block Group 1, Census Tract 101.06, Fulton County, Georgia,704,122,582,550,203,333,1,32
-1,131210116311008.000000000000000,Block 1008, Block Group 1, Census Tract 116.31, Fulton County, Georgia,704,60,644,627,283,143,2,17
-1,131210105243000.000000000000000,Block 3000, Block Group 3, Census Tract 105.24, Fulton County, Georgia,702,19,683,667,17,642,7,16
-1,131210114442009.000000000000000,Block 2009, Block Group 2, Census Tract 114.44, Fulton County, Georgia,702,11,691,670,561,35,6,21
-1,131210116382000.000000000000000,Block 2000, Block Group 2, Census Tract 116.38, Fulton County, Georgia,702,96,606,580,360,96,3,26
-1,131210116333000.000000000000000,Block 3000, Block Group 3, Census Tract 116.33, Fulton County, Georgia,701,85,616,587,385,97,3,29
-1,131210095014001.000000000000000,Block 4001, Block Group 4, Census Tract 95.01, Fulton County, Georgia,700,18,682,673,614,32,2,9
-1,131210101341002.000000000000000,Block 1002, Block Group 1, Census Tract 101.34, Fulton County, Georgia,700,180,520,488,164,287,6,32
-1,131210116122000.000000000000000,Block 2000, Block Group 2, Census Tract 116.12, Fulton County, Georgia,699,27,672,646,358,118,0,26
-1,131210078051033.000000000000000,Block 1033, Block Group 1, Census Tract 78.05, Fulton County, Georgia,695,6,689,684,7,677,0,5
-1,131210101152014.000000000000000,Block 2014, Block Group 2, Census Tract 101.15, Fulton County, Georgia,695,58,637,622,429,114,2,15
-1,131210114162002.000000000000000,Block 2002, Block Group 2, Census Tract 114.16, Fulton County, Georgia,694,32,662,650,515,66,0,12
-1,131210115132000.000000000000000,Block 2000, Block Group 2, Census Tract 115.13, Fulton County, Georgia,692,33,659,638,594,25,0,21
-1,131210100062000.000000000000000,Block 2000, Block Group 2, Census Tract 100.06, Fulton County, Georgia,688,33,655,623,433,131,4,32
-1,131210116422000.000000000000000,Block 2000, Block Group 2, Census Tract 116.42, Fulton County, Georgia,688,50,638,610,456,47,5,28
-1,131210102232003.000000000000000,Block 2003, Block Group 2, Census Tract 102.23, Fulton County, Georgia,687,31,656,648,528,103,0,8
-1,131210077112006.000000000000000,Block 2006, Block Group 2, Census Tract 77.11, Fulton County, Georgia,686,4,682,672,8,662,0,10
-1,131210105221003.000000000000000,Block 1003, Block Group 1, Census Tract 105.22, Fulton County, Georgia,683,7,676,648,6,628,11,28
-1,131210114412001.000000000000000,Block 2001, Block Group 2, Census Tract 114.41, Fulton County, Georgia,683,35,648,633,586,23,1,15
-1,131210103122020.000000000000000,Block 2020, Block Group 2, Census Tract 103.12, Fulton County, Georgia,681,9,672,668,4,648,7,4
-1,131210116413001.000000000000000,Block 3001, Block Group 3, Census Tract 116.41, Fulton County, Georgia,681,44,637,607,481,26,5,30
-1,131210101072000.000000000000000,Block 2000, Block Group 2, Census Tract 101.07, Fulton County, Georgia,680,21,659,653,594,37,1,6
-1,131210116322002.000000000000000,Block 2002, Block Group 2, Census Tract 116.32, Fulton County, Georgia,679,19,660,649,244,50,0,11
-1,131210101303000.000000000000000,Block 3000, Block Group 3, Census Tract 101.30, Fulton County, Georgia,678,48,630,625,67,122,2,5
-1,131210102125001.000000000000000,Block 5001, Block Group 5, Census Tract 102.12, Fulton County, Georgia,678,425,253,243,140,84,3,10
-1,131210105263002.000000000000000,Block 3002, Block Group 3, Census Tract 105.26, Fulton County, Georgia,678,13,665,660,2,651,2,5
-1,131210114191003.000000000000000,Block 1003, Block Group 1, Census Tract 114.19, Fulton County, Georgia,677,30,647,635,604,8,0,12
-1,131210114192012.000000000000000,Block 2012, Block Group 2, Census Tract 114.19, Fulton County, Georgia,677,86,591,570,485,40,13,21
-1,131210094091000.000000000000000,Block 1000, Block Group 1, Census Tract 94.09, Fulton County, Georgia,673,26,647,632,366,150,0,15
-1,131210069002001.000000000000000,Block 2001, Block Group 2, Census Tract 69, Fulton County, Georgia,669,168,501,497,119,373,0,4
-1,131210105192000.000000000000000,Block 2000, Block Group 2, Census Tract 105.19, Fulton County, Georgia,666,17,649,647,17,630,0,2
-1,131210076032000.000000000000000,Block 2000, Block Group 2, Census Tract 76.03, Fulton County, Georgia,664,9,655,644,26,613,4,11
-1,131210115081000.000000000000000,Block 1000, Block Group 1, Census Tract 115.08, Fulton County, Georgia,664,40,624,609,519,33,5,15
-1,131210116301004.000000000000000,Block 1004, Block Group 1, Census Tract 116.30, Fulton County, Georgia,663,35,628,585,259,69,1,43
-1,131210011021002.000000000000000,Block 1002, Block Group 1, Census Tract 11.02, Fulton County, Georgia,661,43,618,594,359,205,4,24
-1,131210090021002.000000000000000,Block 1002, Block Group 1, Census Tract 90.02, Fulton County, Georgia,660,20,640,627,594,12,0,13
-1,131210094111004.000000000000000,Block 1004, Block Group 1, Census Tract 94.11, Fulton County, Georgia,660,59,601,585,279,208,3,16
-1,131210010012024.000000000000000,Block 2024, Block Group 2, Census Tract 10.01, Fulton County, Georgia,659,114,545,498,368,12,5,47
-1,131210089081000.000000000000000,Block 1000, Block Group 1, Census Tract 89.08, Fulton County, Georgia,658,42,616,600,224,291,7,16
-1,131210073021003.000000000000000,Block 1003, Block Group 1, Census Tract 73.02, Fulton County, Georgia,657,0,657,648,13,633,2,9
-1,131210019021012.000000000000000,Block 1012, Block Group 1, Census Tract 19.02, Fulton County, Georgia,656,40,616,584,166,340,7,32
-1,131210077101003.000000000000000,Block 1003, Block Group 1, Census Tract 77.10, Fulton County, Georgia,655,6,649,639,19,613,0,10
-1,131210116313000.000000000000000,Block 3000, Block Group 3, Census Tract 116.31, Fulton County, Georgia,655,38,617,598,229,104,0,19
-1,131210116301001.000000000000000,Block 1001, Block Group 1, Census Tract 116.30, Fulton County, Georgia,654,65,589,566,459,56,0,23
-1,131210101172001.000000000000000,Block 2001, Block Group 2, Census Tract 101.17, Fulton County, Georgia,651,102,549,516,204,292,7,33
-1,131210116562000.000000000000000,Block 2000, Block Group 2, Census Tract 116.56, Fulton County, Georgia,651,46,605,568,466,39,0,37
-1,131210057002011.000000000000000,Block 2011, Block Group 2, Census Tract 57, Fulton County, Georgia,649,3,646,642,9,633,0,4
-1,131210101202000.000000000000000,Block 2000, Block Group 2, Census Tract 101.20, Fulton County, Georgia,645,51,594,578,449,97,8,16
-1,131210032002005.000000000000000,Block 2005, Block Group 2, Census Tract 32, Fulton County, Georgia,644,50,594,571,442,107,4,23
-1,131210101304002.000000000000000,Block 4002, Block Group 4, Census Tract 101.30, Fulton County, Georgia,640,33,607,603,294,51,0,4
-1,131210103123000.000000000000000,Block 3000, Block Group 3, Census Tract 103.12, Fulton County, Georgia,640,2,638,632,8,624,0,6
-1,131210077052001.000000000000000,Block 2001, Block Group 2, Census Tract 77.05, Fulton County, Georgia,639,3,636,627,3,616,5,9
-1,131210105291005.000000000000000,Block 1005, Block Group 1, Census Tract 105.29, Fulton County, Georgia,638,13,625,612,5,607,0,13
-1,131210093023000.000000000000000,Block 3000, Block Group 3, Census Tract 93.02, Fulton County, Georgia,636,52,584,573,449,88,0,11
-1,131210115051000.000000000000000,Block 1000, Block Group 1, Census Tract 115.05, Fulton County, Georgia,636,18,618,588,542,32,0,30
-1,131210012052000.000000000000000,Block 2000, Block Group 2, Census Tract 12.05, Fulton County, Georgia,632,55,577,553,181,193,11,24
-1,131210103081007.000000000000000,Block 1007, Block Group 1, Census Tract 103.08, Fulton County, Georgia,631,18,613,608,5,601,0,5
-1,131210114291000.000000000000000,Block 1000, Block Group 1, Census Tract 114.29, Fulton County, Georgia,631,50,581,554,455,53,9,27
-1,131210101321003.000000000000000,Block 1003, Block Group 1, Census Tract 101.32, Fulton County, Georgia,630,218,412,405,313,63,0,7
-1,131210101262000.000000000000000,Block 2000, Block Group 2, Census Tract 101.26, Fulton County, Georgia,628,45,583,536,310,168,5,47
-1,131210100032002.000000000000000,Block 2002, Block Group 2, Census Tract 100.03, Fulton County, Georgia,627,46,581,567,390,107,0,14
-1,131210105231018.000000000000000,Block 1018, Block Group 1, Census Tract 105.23, Fulton County, Georgia,627,29,598,595,15,578,2,3
-1,131210094052004.000000000000000,Block 2004, Block Group 2, Census Tract 94.05, Fulton County, Georgia,626,31,595,578,262,108,1,17
-1,131210105312006.000000000000000,Block 2006, Block Group 2, Census Tract 105.31, Fulton County, Georgia,625,8,617,601,6,592,3,16
-1,131210116482008.000000000000000,Block 2008, Block Group 2, Census Tract 116.48, Fulton County, Georgia,625,26,599,594,336,59,4,5
-1,131210078072004.000000000000000,Block 2004, Block Group 2, Census Tract 78.07, Fulton County, Georgia,624,3,621,618,0,616,2,3
-1,131210102212000.000000000000000,Block 2000, Block Group 2, Census Tract 102.21, Fulton County, Georgia,621,55,566,549,270,192,2,17
-1,131210101311005.000000000000000,Block 1005, Block Group 1, Census Tract 101.31, Fulton County, Georgia,620,41,579,546,275,101,2,33
-1,131210114223004.000000000000000,Block 3004, Block Group 3, Census Tract 114.22, Fulton County, Georgia,618,36,582,566,538,24,0,16
-1,131210005011004.000000000000000,Block 1004, Block Group 1, Census Tract 5.01, Fulton County, Georgia,616,28,588,580,251,205,5,8
-1,131210001005006.000000000000000,Block 5006, Block Group 5, Census Tract 1, Fulton County, Georgia,615,37,578,575,386,129,1,3
-1,131210082032000.000000000000000,Block 2000, Block Group 2, Census Tract 82.03, Fulton County, Georgia,614,3,611,596,2,594,0,15
-1,131210116492005.000000000000000,Block 2005, Block Group 2, Census Tract 116.49, Fulton County, Georgia,613,16,597,583,190,24,0,14
-1,131210116512001.000000000000000,Block 2001, Block Group 2, Census Tract 116.51, Fulton County, Georgia,613,57,556,541,333,48,1,15
-1,131210092032000.000000000000000,Block 2000, Block Group 2, Census Tract 92.03, Fulton County, Georgia,612,40,572,543,163,337,2,29
-1,131210103061014.000000000000000,Block 1014, Block Group 1, Census Tract 103.06, Fulton County, Georgia,612,16,596,582,9,572,1,14
-1,131210115072005.000000000000000,Block 2005, Block Group 2, Census Tract 115.07, Fulton County, Georgia,612,17,595,587,554,22,3,8
-1,131210102143000.000000000000000,Block 3000, Block Group 3, Census Tract 102.14, Fulton County, Georgia,611,31,580,569,472,30,1,11
-1,131210114353000.000000000000000,Block 3000, Block Group 3, Census Tract 114.35, Fulton County, Georgia,611,64,547,529,467,31,13,18
-1,131210116492000.000000000000000,Block 2000, Block Group 2, Census Tract 116.49, Fulton County, Georgia,611,22,589,566,231,63,4,23
-1,131210116571000.000000000000000,Block 1000, Block Group 1, Census Tract 116.57, Fulton County, Georgia,611,28,583,554,298,102,1,29
-1,131210073014002.000000000000000,Block 4002, Block Group 4, Census Tract 73.01, Fulton County, Georgia,610,20,590,586,5,577,3,4
-1,131210012062007.000000000000000,Block 2007, Block Group 2, Census Tract 12.06, Fulton County, Georgia,609,35,574,551,438,34,5,23
-1,131210077031000.000000000000000,Block 1000, Block Group 1, Census Tract 77.03, Fulton County, Georgia,607,4,603,603,0,600,3,0
-1,131210116271004.000000000000000,Block 1004, Block Group 1, Census Tract 116.27, Fulton County, Georgia,607,32,575,561,222,54,7,14
-1,131210102181003.000000000000000,Block 1003, Block Group 1, Census Tract 102.18, Fulton County, Georgia,605,55,550,539,219,294,2,11
-1,131210116342002.000000000000000,Block 2002, Block Group 2, Census Tract 116.34, Fulton County, Georgia,605,46,559,553,270,104,4,6
-1,131210006012012.000000000000000,Block 2012, Block Group 2, Census Tract 6.01, Fulton County, Georgia,603,72,531,506,263,220,0,25
-1,131210078092000.000000000000000,Block 2000, Block Group 2, Census Tract 78.09, Fulton County, Georgia,602,6,596,595,18,576,1,1
-1,131210116182000.000000000000000,Block 2000, Block Group 2, Census Tract 116.18, Fulton County, Georgia,602,16,586,569,351,14,6,17
-1,131210028022010.000000000000000,Block 2010, Block Group 2, Census Tract 28.02, Fulton County, Georgia,600,38,562,542,151,344,0,20
-1,131210115142012.000000000000000,Block 2012, Block Group 2, Census Tract 115.14, Fulton County, Georgia,600,21,579,555,503,17,0,24
-1,131210116121002.000000000000000,Block 1002, Block Group 1, Census Tract 116.12, Fulton County, Georgia,599,11,588,577,450,25,0,11
-1,131210114463003.000000000000000,Block 3003, Block Group 3, Census Tract 114.46, Fulton County, Georgia,597,13,584,561,520,17,0,23
-1,131210012061001.000000000000000,Block 1001, Block Group 1, Census Tract 12.06, Fulton County, Georgia,596,61,535,514,262,85,6,21
-1,131210018021000.000000000000000,Block 1000, Block Group 1, Census Tract 18.02, Fulton County, Georgia,594,44,550,531,277,215,0,19
-1,131210104012001.000000000000000,Block 2001, Block Group 2, Census Tract 104.01, Fulton County, Georgia,594,75,519,495,54,438,3,24
-1,131210010012015.000000000000000,Block 2015, Block Group 2, Census Tract 10.01, Fulton County, Georgia,593,46,547,532,349,55,3,15
-1,131210114452000.000000000000000,Block 2000, Block Group 2, Census Tract 114.45, Fulton County, Georgia,592,12,580,562,520,22,4,18
-1,131210077032008.000000000000000,Block 2008, Block Group 2, Census Tract 77.03, Fulton County, Georgia,591,10,581,578,9,569,0,3
-1,131210114451008.000000000000000,Block 1008, Block Group 1, Census Tract 114.45, Fulton County, Georgia,591,34,557,549,521,14,5,8
-1,131210012061005.000000000000000,Block 1005, Block Group 1, Census Tract 12.06, Fulton County, Georgia,589,33,556,538,402,37,0,18
-1,131210116591000.000000000000000,Block 1000, Block Group 1, Census Tract 116.59, Fulton County, Georgia,588,113,475,455,148,103,4,20
-1,131210102123000.000000000000000,Block 3000, Block Group 3, Census Tract 102.12, Fulton County, Georgia,586,400,186,185,152,24,5,1
-1,131210116292000.000000000000000,Block 2000, Block Group 2, Census Tract 116.29, Fulton County, Georgia,586,14,572,563,207,64,6,9
-1,131210035001001.000000000000000,Block 1001, Block Group 1, Census Tract 35, Fulton County, Georgia,585,23,562,544,285,199,7,18
-1,131210089031008.000000000000000,Block 1008, Block Group 1, Census Tract 89.03, Fulton County, Georgia,585,157,428,405,122,255,7,23
-1,131210105372000.000000000000000,Block 2000, Block Group 2, Census Tract 105.37, Fulton County, Georgia,585,13,572,562,6,547,9,10
